"ORG_SUPER_BUSCA","ORG_SUPER_PADR_NOME","ORG_PADR_BUSCA","ORG_PADR_NOME","ORG_PADR_SIGLA","ORG_PADR_CODIGO","ORG_UNIF_BUSCA","ORGAO_UNIFICADO_ID","ORGAO_UNIFICADO_FONTE","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_SITUACAO","ORGAO_UNIFICADO_COD_SIORG_ORIGEM","ORG_PADR_ID","ORGAO_UNIFICADO_DT_ATUALIZACAO"
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA PARAÍBA [UFPB] [419],UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,419,UNIVERSIDADE FEDERAL DA PARAIBA [UFPB] [26240] [SIAPE],437,SIAPE,26240,UNIVERSIDADE FEDERAL DA PARAIBA,UFPB,NÃO INFORMADO,419,36,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO [UNIVASF] [69624],FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,69624,FUND.UNIVERSIDADE FEDERAL VALE SAO FRANCISCO [UNIVASF] [26230] [SIAFI],438,SIAFI,26230,FUND.UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,UNIVASF,ATIVO,69624,176,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO [UFRJ] [426],UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,426,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO [UFRJ] [26245] [SIAPE],439,SIAPE,26245,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,NÃO INFORMADO,426,43,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS [UFT] [52702],FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,52702,FUFT [FUFT] [26251] [SIAPE],440,SIAPE,26251,FUFT,FUFT,NÃO INFORMADO,52702,149,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS [UNIFAL-MG] [461],UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,461,ESCOLA DE FARM. E ODONTOLOGIA DE ALFENAS [UNIFAL-MG] [26260] [SIAPE],441,SIAPE,26260,ESCOLA DE FARM. E ODONTOLOGIA DE ALFENAS,UNIFAL-MG,NÃO INFORMADO,461,65,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SÃO PAULO [UNIFESP] [464],UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,464,UNIVERSIDADE FEDERAL DE SAO PAULO [UNIFESP] [26262] [SIAPE],442,SIAPE,26262,UNIVERSIDADE FEDERAL DE SAO PAULO,UNIFESP,NÃO INFORMADO,464,68,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE LAVRAS [UFLA] [463],UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,463,UNIVERSIDADE FEDERAL DE LAVRAS [UFLA] [26263] [SIAPE],443,SIAPE,26263,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,NÃO INFORMADO,463,67,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO [UNIRIO] [260],UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,260,UNIVERSIDADE DO RIO DE JANEIRO [UNIRIO] [26269] [SIAPE],444,SIAPE,26269,UNIVERSIDADE DO RIO DE JANEIRO,UNIRIO,NÃO INFORMADO,260,16,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA [UNB] [470],FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,UNB,470,FUNDACAO UNIVERSIDADE DE BRASILIA [UNB] [26271] [SIAPE],445,SIAPE,26271,FUNDACAO UNIVERSIDADE DE BRASILIA,UNB,NÃO INFORMADO,470,74,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA [UFV] [474],FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,474,UNIVERSIDADE FEDERAL DE VICOSA [UFV] [26282] [SIAPE],446,SIAPE,26282,UNIVERSIDADE FEDERAL DE VICOSA,UFV,NÃO INFORMADO,474,78,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI [FUNREI] [1734],FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,1734,FUND DE ENS SUPERIOR DE SAO JOAO DEL REI [FUNREI] [26285] [SIAPE],447,SIAPE,26285,FUND DE ENS SUPERIOR DE SAO JOAO DEL REI,FUNREI,NÃO INFORMADO,1734,103,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS [UFGD] [84712],FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,84712,UFGD [UFGD] [26350] [SIAPE],448,SIAPE,26350,UFGD,UFGD,NÃO INFORMADO,84712,111,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ [UNIFESSPA] [122381],UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,122381,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA [UNIFESSPA] [26448] [SIAFI],450,SIAFI,26448,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,UNIFESSPA,ATIVO,122381,172,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC [UFABC] [84703],FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,84703,UFABC [UFABC] [26352] [SIAPE],451,SIAPE,26352,UFABC,UFABC,NÃO INFORMADO,84703,148,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO [IF-GOIANO] [100913]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF-GOIANO,100913,IFGOIANO [IFGOIANO] [26407] [SIAPE],458,SIAPE,26407,IFGOIANO,IFGOIANO,NÃO INFORMADO,100913,116,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS [IFMG] [100914]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,100914,IFMG [IFMG] [26409] [SIAPE],459,SIAPE,26409,IFMG,IFMG,NÃO INFORMADO,100914,144,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS [IFSULMG] [100915]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IFSULMG,100915,IFSULMG [IFSULMG] [26412] [SIAPE],461,SIAPE,26412,IFSULMG,IFSULMG,NÃO INFORMADO,100915,132,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA [IFFAR] [100906]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFAR,100906,IFFARROUP [IFFARROUP] [26420] [SIAPE],464,SIAPE,26420,IFFARROUP,IFFARROUP,NÃO INFORMADO,100906,140,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO CARIRI [UFCA] [122391],UNIVERSIDADE FEDERAL DO CARIRI,UFCA,122391,UFCA [UFCA] [26449] [SIAPE],472,SIAPE,26449,UFCA,UFCA,NÃO INFORMADO,122391,174,2018-11-30 14:49:28.090
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA [IFBA] [444]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,444,IFBA [IFBA] [26427] [SIAPE],473,SIAPE,26427,IFBA,IFBA,NÃO INFORMADO,444,53,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ [IFPI] [434]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,434,IFPI [IFPI] [26431] [SIAPE],474,SIAPE,26431,IFPI,IFPI,NÃO INFORMADO,434,51,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA [UFV] [474],FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,474,Fundação Universidade Federal de Viçosa [UFV] [78] [SIORG],95,SIORG,78,Fundação Universidade Federal de Viçosa,UFV,ATIVO,474,78,2025-02-04 16:59:39.290
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL [UFMS] [827],FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,827,Fundação Universidade Federal de Mato Grosso do Sul [UFMS] [83] [SIORG],96,SIORG,83,Fundação Universidade Federal de Mato Grosso do Sul,UFMS,ATIVO,827,83,2025-02-04 16:59:39.753
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE [UFCSPA] [970],FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,970,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre [UFCSPA] [86] [SIORG],97,SIORG,86,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,UFCSPA,ATIVO,970,86,2025-02-04 16:59:39.973
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI [FUNREI] [1734],FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNREI,1734,Fundação Universidade Federal de São João Del Rei [FUNREI] [103] [SIORG],98,SIORG,103,Fundação Universidade Federal de São João Del Rei,FUNREI,ATIVO,1734,103,2025-02-04 16:59:40.223
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ [UNIFAP] [1710],FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,1710,Fundação Universidade Federal do Amapá [UNIFAP] [102] [SIORG],99,SIORG,102,Fundação Universidade Federal do Amapá,UNIFAP,ATIVO,1710,102,2025-02-04 16:59:40.573
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO JOAQUIM NABUCO [FUNDAJ] [257],FUNDAÇÃO JOAQUIM NABUCO,FUNDAJ,257,Fundação Joaquim Nabuco [FUNDAJ] [15] [SIORG],100,SIORG,15,Fundação Joaquim Nabuco,FUNDAJ,ATIVO,257,15,2025-02-04 16:59:40.973
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR [CAPES] [250],FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,CAPES,250,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior [CAPES] [12] [SIORG],101,SIORG,12,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,CAPES,ATIVO,250,12,2025-02-04 16:59:41.217
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS [UFGD] [84712],FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,84712,Fundação Universidade Federal da Grande Dourados [UFGD] [111] [SIORG],102,SIORG,111,Fundação Universidade Federal da Grande Dourados,UFGD,ATIVO,84712,111,2025-02-04 16:59:41.457
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA [UFRB] [84710],UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,84710,Universidade Federal do Recôncavo da Bahia [UFRB] [100] [SIORG],103,SIORG,100,Universidade Federal do Recôncavo da Bahia,UFRB,ATIVO,84710,100,2025-02-04 16:59:41.710
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC [UFABC] [84703],FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,84703,Fundação Universidade Federal do ABC [UFABC] [148] [SIORG],104,SIORG,148,Fundação Universidade Federal do ABC,UFABC,ATIVO,84703,148,2025-02-04 16:59:41.960
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ACRE [IFAC] [94427]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ACRE",IFAC,94427,"Instituto Federal de Educação, Ciência e Tecnologia do Acre [IFAC] [167] [SIORG]",105,SIORG,167,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,ATIVO,94427,167,2025-02-04 16:59:42.223
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS [IFAL] [100900]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",IFAL,100900,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas [IFAL] [113] [SIORG]",106,SIORG,113,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas",IFAL,ATIVO,100900,113,2025-02-04 16:59:42.457
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS [IFAM] [100910]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS",IFAM,100910,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas [IFAM] [142] [SIORG]",107,SIORG,142,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",IFAM,ATIVO,100910,142,2025-02-04 16:59:42.713
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO [IF BAIANO] [100920]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IF BAIANO,100920,"Instituto Federal de Educação, Ciência e Tecnologia Baiano [IF BAIANO] [133] [SIORG]",108,SIORG,133,"Instituto Federal de Educação, Ciência e Tecnologia Baiano",IF BAIANO,ATIVO,100920,133,2025-02-04 16:59:42.977
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ [IFCE] [100911]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,100911,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará [IFCE] [143] [SIORG]",109,SIORG,143,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará",IFCE,ATIVO,100911,143,2025-02-04 16:59:43.223
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO [IF-GOIANO] [100913]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF-GOIANO,100913,"Instituto Federal de Educação, Ciência e Tecnologia Goiano [IF-GOIANO] [116] [SIORG]",110,SIORG,116,"Instituto Federal de Educação, Ciência e Tecnologia Goiano",IF-GOIANO,ATIVO,100913,116,2025-02-04 16:59:43.457
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS [IFMG] [100914]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,100914,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais [IFMG] [144] [SIORG]",111,SIORG,144,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",IFMG,ATIVO,100914,144,2025-02-04 16:59:43.727
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS [IFNMG] [100901]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,100901,"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais [IFNMG] [125] [SIORG]",112,SIORG,125,"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais",IFNMG,ATIVO,100901,125,2025-02-04 16:59:43.970
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS [IFSUDMG] [100902]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSUDMG,100902,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais [IFSUDMG] [128] [SIORG]",113,SIORG,128,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",IFSUDMG,ATIVO,100902,128,2025-02-04 16:59:44.250
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS [IFSULMG] [100915]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IFSULMG,100915,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais [IFSULMG] [132] [SIORG]",114,SIORG,132,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais",IFSULMG,ATIVO,100915,132,2025-02-04 16:59:44.473
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TRIÂNGULO MINEIRO [IFTM] [100903]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TRIÂNGULO MINEIRO",IFTM,100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro [IFTM] [129] [SIORG]",115,SIORG,129,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro",IFTM,ATIVO,100903,129,2025-02-04 16:59:45.013
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO [IFMT] [100916]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IFMT,100916,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso [IFMT] [119] [SIORG]",116,SIORG,119,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso",IFMT,ATIVO,100916,119,2025-02-04 16:59:45.253
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL [IFMS] [100904]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",IFMS,100904,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul [IFMS] [114] [SIORG]",117,SIORG,114,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul",IFMS,ATIVO,100904,114,2025-02-04 16:59:45.500
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ [IFPA] [100917]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,100917,"Instituto Federal de Educação, Ciência e Tecnologia do Pará [IFPA] [145] [SIORG]",118,SIORG,145,"Instituto Federal de Educação, Ciência e Tecnologia do Pará",IFPA,ATIVO,100917,145,2025-02-04 16:59:45.750
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA [IFPB] [100905]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA",IFPB,100905,"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba [IFPB] [139] [SIORG]",119,SIORG,139,"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba",IFPB,ATIVO,100905,139,2025-02-04 16:59:45.987
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL [IFRS] [100918]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,100918,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul [IFRS] [146] [SIORG]",120,SIORG,146,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul",IFRS,ATIVO,100918,146,2025-02-04 16:59:46.243
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA [IFFAR] [100906]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFAR,100906,"Instituto Federal de Educação, Ciência e Tecnologia Farroupilha [IFFAR] [140] [SIORG]",121,SIORG,140,"Instituto Federal de Educação, Ciência e Tecnologia Farroupilha",IFFAR,ATIVO,100906,140,2025-02-04 16:59:46.490
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA [IFRO] [100907]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",IFRO,100907,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia [IFRO] [141] [SIORG]",122,SIORG,141,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia",IFRO,ATIVO,100907,141,2025-02-04 16:59:46.750
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE [IFC] [100919]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IFC,100919,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense [IFC] [147] [SIORG]",123,SIORG,147,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense",IFC,ATIVO,100919,147,2025-02-04 16:59:46.993
