"ORG_SUPER_BUSCA","ORG_SUPER_PADR_NOME","ORG_PADR_BUSCA","ORG_PADR_NOME","ORG_PADR_SIGLA","ORG_PADR_CODIGO","ORG_UNIF_BUSCA","ORGAO_UNIFICADO_ID","ORGAO_UNIFICADO_FONTE","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_SITUACAO","ORGAO_UNIFICADO_COD_SIORG_ORIGEM","ORG_PADR_ID","ORGAO_UNIFICADO_DT_ATUALIZACAO"
MINISTÉRIO DA PREVIDÊNCIA SOCIAL [MPS] [308819],MINISTÉRIO DA PREVIDÊNCIA SOCIAL,MINISTÉRIO DA PREVIDÊNCIA SOCIAL [MPS] [308819],MINISTÉRIO DA PREVIDÊNCIA SOCIAL,MPS,308819,MINISTERIO DA PREVIDENCIA SOCIAL [MPS] [33100] [SIAPE],572,SIAPE,33100,MINISTERIO DA PREVIDENCIA SOCIAL,MPS,,308819,206,2025-02-05 20:41:33.893
MINISTÉRIO DA PREVIDÊNCIA SOCIAL [MPS] [308819],MINISTÉRIO DA PREVIDÊNCIA SOCIAL,INSTITUTO NACIONAL DO SEGURO SOCIAL [INSS] [1934],INSTITUTO NACIONAL DO SEGURO SOCIAL,INSS,1934,Instituto Nacional do Seguro Social [INSS] [97] [SIORG],214,SIORG,97,Instituto Nacional do Seguro Social,INSS,ATIVO,1934,97,2025-02-04 17:00:10.047
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA [ANVISA] [36687],AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA,ANVISA,36687,AGENCIA NACIONAL DE VIGILANCIA SANITARIA [ANVS] [36207] [SIAPE],310,SIAPE,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,ANVS,NÃO INFORMADO,36687,127,2018-10-18 18:35:11.517
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR [ANS] [45013],AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,ANS,45013,ANS [ANS] [36208] [SIAPE],311,SIAPE,36208,ANS,ANS,NÃO INFORMADO,45013,135,2018-10-18 18:35:11.517
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,MS,304,Ministério da Saúde [MS] [26] [SIORG],35,SIORG,26,Ministério da Saúde,MS,ATIVO,304,26,2025-02-04 16:59:24.717
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR [ANS] [45013],AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,ANS,45013,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR [ANS] [36213] [SIAFI],421,SIAFI,36213,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,ANS,ATIVO,45013,135,2020-08-10 19:22:48.540
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,FUNDAÇÃO OSWALDO CRUZ [FIOCRUZ] [315],FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,315,FUNDACAO OSWALDO CRUZ [FIOCRUZ] [36201] [SIAFI],419,SIAFI,36201,FUNDACAO OSWALDO CRUZ,FIOCRUZ,ATIVO,315,27,2020-08-10 19:22:48.540
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,FUNDAÇÃO NACIONAL DE SAÚDE [FUNASA] [2207],FUNDAÇÃO NACIONAL DE SAÚDE,FUNASA,2207,FUNDACAO NACIONAL DE SAUDE [FUNASA] [36205] [SIAPE],327,SIAPE,36205,FUNDACAO NACIONAL DE SAUDE,FUNASA,NÃO INFORMADO,2207,106,2018-10-18 18:35:11.517
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,FUNDAÇÃO OSWALDO CRUZ [FIOCRUZ] [315],FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,315,FUNDACAO OSWALDO CRUZ [FIOCRUZ] [36201] [SIAPE],411,SIAPE,36201,FUNDACAO OSWALDO CRUZ,FIOCRUZ,NÃO INFORMADO,315,27,2018-10-18 18:35:11.517
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,MS,304,MINISTERIO DA SAUDE [MS] [25000] [SIAPE],386,SIAPE,25000,MINISTERIO DA SAUDE,MS,NÃO INFORMADO,304,26,2018-10-18 18:35:11.517
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR [ANS] [45013],AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR,ANS,45013,Agência Nacional de Saúde Suplementar [ANS] [135] [SIORG],163,SIORG,135,Agência Nacional de Saúde Suplementar,ANS,ATIVO,45013,135,2025-02-04 16:59:57.483
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA [ANVISA] [36687],AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA,ANVISA,36687,Agência Nacional de Vigilância Sanitária [ANVISA] [127] [SIORG],162,SIORG,127,Agência Nacional de Vigilância Sanitária,ANVISA,ATIVO,36687,127,2025-02-04 16:59:57.210
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,FUNDAÇÃO NACIONAL DE SAÚDE [FUNASA] [2207],FUNDAÇÃO NACIONAL DE SAÚDE,FUNASA,2207,Fundação Nacional de Saúde [FUNASA] [106] [SIORG],161,SIORG,106,Fundação Nacional de Saúde,FUNASA,ATIVO,2207,106,2025-02-04 16:59:56.963
MINISTÉRIO DA SAÚDE [MS] [304],MINISTÉRIO DA SAÚDE,FUNDAÇÃO OSWALDO CRUZ [FIOCRUZ] [315],FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,315,Fundação Oswaldo Cruz [FIOCRUZ] [27] [SIORG],160,SIORG,27,Fundação Oswaldo Cruz,FIOCRUZ,ATIVO,315,27,2025-02-04 16:59:56.720
MINISTÉRIO DAS CIDADES [MCID] [308798],MINISTÉRIO DAS CIDADES,MINISTÉRIO DAS CIDADES [MCID] [308798],MINISTÉRIO DAS CIDADES,MCID,308798,Ministério das Cidades [MCID] [196] [SIORG],236,SIORG,196,Ministério das Cidades,MCID,ATIVO,308798,196,2025-02-04 17:00:16.003
MINISTÉRIO DAS CIDADES [MCID] [308798],MINISTÉRIO DAS CIDADES,MINISTÉRIO DAS CIDADES [MCID] [308798],MINISTÉRIO DAS CIDADES,MCID,308798,MINISTERIO DAS CIDADES [MCID] [40200] [SIAPE],574,SIAPE,40200,MINISTERIO DAS CIDADES,MCID,,308798,196,2025-02-05 20:41:33.893
MINISTÉRIO DAS COMUNICAÇÕES [MCOM] [264359],MINISTÉRIO DAS COMUNICAÇÕES,MINISTÉRIO DAS COMUNICAÇÕES [MCOM] [264359],MINISTÉRIO DAS COMUNICAÇÕES,MCOM,264359,MINISTÉRIO DAS COMUNICAÇÕES [MCOM] [41100] [SIAPE],524,SIAPE,41100,MINISTÉRIO DAS COMUNICAÇÕES,MCOM,NÃO INFORMADO,264359,189,2021-09-28 16:39:59.357
MINISTÉRIO DAS COMUNICAÇÕES [MCOM] [264359],MINISTÉRIO DAS COMUNICAÇÕES,AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES [ANATEL] [25064],AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES,ANATEL,25064,AGENCIA NACIONAL DE TELECOMUNICACOES [ANATEL] [41231] [SIAFI],358,SIAFI,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,ANATEL,ATIVO,25064,121,2020-08-10 19:22:48.540
MINISTÉRIO DAS COMUNICAÇÕES [MCOM] [264359],MINISTÉRIO DAS COMUNICAÇÕES,AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES [ANATEL] [25064],AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES,ANATEL,25064,Agência Nacional de Telecomunicações [ANATEL] [121] [SIORG],189,SIORG,121,Agência Nacional de Telecomunicações,ANATEL,ATIVO,25064,121,2025-02-04 17:00:04.403
MINISTÉRIO DAS COMUNICAÇÕES [MCOM] [264359],MINISTÉRIO DAS COMUNICAÇÕES,MINISTÉRIO DAS COMUNICAÇÕES [MCOM] [264359],MINISTÉRIO DAS COMUNICAÇÕES,MCOM,264359,Ministério das Comunicações [MCOM] [189] [SIORG],223,SIORG,189,Ministério das Comunicações,MCOM,ATIVO,264359,189,2025-02-04 17:00:12.717
MINISTÉRIO DAS COMUNICAÇÕES [MCOM] [264359],MINISTÉRIO DAS COMUNICAÇÕES,AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES [ANATEL] [25064],AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES,ANATEL,25064,AGENCIA NACIONAL DE TELECOMUNICACOES [ANATEL] [41231] [SIAPE],487,SIAPE,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,ANATEL,NÃO INFORMADO,25064,121,2018-10-18 18:35:11.517
MINISTÉRIO DAS MULHERES [MMULHERES] [308815],MINISTÉRIO DAS MULHERES,MINISTÉRIO DAS MULHERES [MMULHERES] [308815],MINISTÉRIO DAS MULHERES,MMULHERES,308815,Ministério das Mulheres [MMULHERES] [202] [SIORG],241,SIORG,202,Ministério das Mulheres,MMULHERES,ATIVO,308815,202,2025-02-04 17:00:17.243
MINISTÉRIO DAS MULHERES [MMULHERES] [308815],MINISTÉRIO DAS MULHERES,MINISTÉRIO DAS MULHERES [MMULHERES] [308815],MINISTÉRIO DAS MULHERES,MMULHERES,308815,MINISTERIO DAS MULHERES [MMULHERES] [81200] [SIAPE],1,SIAPE,81200,MINISTERIO DAS MULHERES,MMULHERES,,308815,202,2025-02-05 20:41:33.893
MINISTÉRIO DAS RELAÇÕES EXTERIORES [MRE] [263],MINISTÉRIO DAS RELAÇÕES EXTERIORES,FUNDAÇÃO ALEXANDRE DE GUSMÃO [FUNAG] [299],FUNDAÇÃO ALEXANDRE DE GUSMÃO,FUNAG,299,FUNDACAO ALEXANDRE DE GUSMAO [FAG] [35201] [SIAPE],309,SIAPE,35201,FUNDACAO ALEXANDRE DE GUSMAO,FAG,NÃO INFORMADO,299,25,2018-10-18 18:35:11.517
MINISTÉRIO DAS RELAÇÕES EXTERIORES [MRE] [263],MINISTÉRIO DAS RELAÇÕES EXTERIORES,FUNDAÇÃO ALEXANDRE DE GUSMÃO [FUNAG] [299],FUNDAÇÃO ALEXANDRE DE GUSMÃO,FUNAG,299,FUNDACAO ALEXANDRE DE GUSMAO [FUNAG] [35201] [SIAFI],418,SIAFI,35201,FUNDACAO ALEXANDRE DE GUSMAO,FUNAG,ATIVO,299,25,2020-08-10 19:22:48.540
MINISTÉRIO DAS RELAÇÕES EXTERIORES [MRE] [263],MINISTÉRIO DAS RELAÇÕES EXTERIORES,MINISTÉRIO DAS RELAÇÕES EXTERIORES [MRE] [263],MINISTÉRIO DAS RELAÇÕES EXTERIORES,MRE,263,Ministério das Relações Exteriores [MRE] [18] [SIORG],158,SIORG,18,Ministério das Relações Exteriores,MRE,ATIVO,263,18,2025-02-04 16:59:56.207
MINISTÉRIO DAS RELAÇÕES EXTERIORES [MRE] [263],MINISTÉRIO DAS RELAÇÕES EXTERIORES,FUNDAÇÃO ALEXANDRE DE GUSMÃO [FUNAG] [299],FUNDAÇÃO ALEXANDRE DE GUSMÃO,FUNAG,299,Fundação Alexandre de Gusmão [FUNAG] [25] [SIORG],159,SIORG,25,Fundação Alexandre de Gusmão,FUNAG,ATIVO,299,25,2025-02-04 16:59:56.490
MINISTÉRIO DAS RELAÇÕES EXTERIORES [MRE] [263],MINISTÉRIO DAS RELAÇÕES EXTERIORES,MINISTÉRIO DAS RELAÇÕES EXTERIORES [MRE] [263],MINISTÉRIO DAS RELAÇÕES EXTERIORES,MRE,263,MINISTERIO DAS RELACOES EXTERIORES [MRE] [35000] [SIAPE],482,SIAPE,35000,MINISTERIO DAS RELACOES EXTERIORES,MRE,NÃO INFORMADO,263,18,2018-10-18 18:35:11.517
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,AGÊNCIA NACIONAL DE MINERAÇÃO [ANM] [222120],AGÊNCIA NACIONAL DE MINERAÇÃO,ANM,222120,AGÊNCIA NACIONAL DE MINERAÇÃO [ANM] [32396] [SIAPE],522,SIAPE,32396,AGÊNCIA NACIONAL DE MINERAÇÃO,ANM,NÃO INFORMADO,222120,181,2019-03-21 16:01:16.727
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA [ANEEL] [21089],AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA,ANEEL,21089,Agência Nacional de Energia Elétrica [ANEEL] [124] [SIORG],154,SIORG,124,Agência Nacional de Energia Elétrica,ANEEL,ATIVO,21089,124,2025-02-04 16:59:55.183
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MME,2852,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis [ANP] [122] [SIORG]",155,SIORG,122,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",ANP,ATIVO,25281,108,2025-02-04 16:59:55.440
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MME,2852,Ministério de Minas e Energia [MME] [108] [SIORG],152,SIORG,108,Ministério de Minas e Energia,MME,ATIVO,2852,108,2025-02-04 16:59:54.720
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,AGÊNCIA NACIONAL DE MINERAÇÃO [ANM] [222120],AGÊNCIA NACIONAL DE MINERAÇÃO,ANM,222120,Agência Nacional de Mineração [ANM] [181] [SIORG],156,SIORG,181,Agência Nacional de Mineração,ANM,ATIVO,222120,181,2025-02-04 16:59:55.710
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA [ANEEL] [21089],AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA,ANEEL,21089,AGENCIA NACIONAL DE ENERGIA ELETRICA [ANEEL] [32210] [SIAFI],452,SIAFI,32210,AGENCIA NACIONAL DE ENERGIA ELETRICA,ANEEL,ATIVO,21089,124,2020-08-10 19:22:48.540
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,AGÊNCIA NACIONAL DE MINERAÇÃO [ANM] [222120],AGÊNCIA NACIONAL DE MINERAÇÃO,ANM,222120,AGENCIA NACIONAL DE MINERACAO [ANM] [32396] [SIAFI],454,SIAFI,32396,AGENCIA NACIONAL DE MINERACAO,ANM,ATIVO,222120,181,2020-08-10 19:22:48.540
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MME,2852,MINISTERIO DE MINAS E ENERGIA [MME] [32000] [SIAPE],370,SIAPE,32000,MINISTERIO DE MINAS E ENERGIA,MME,NÃO INFORMADO,2852,108,2018-10-18 18:35:11.517
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MME,2852,AUTORIDADE NACIONAL DE SEGURANÇA NUCLEAR [ANSN] [273855] [SIORG],578,SIORG,273855,AUTORIDADE NACIONAL DE SEGURANÇA NUCLEAR,ANSN,ATIVO,273855,108,2025-02-21 17:50:54.090
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MME,2852,AGENCIA NACIONAL DO PETROLEO [ANP] [32205] [SIAFI],353,SIAFI,32205,AGENCIA NACIONAL DO PETROLEO,ANP,ATIVO,25281,108,2020-08-10 19:22:48.540
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MME,2852,MINISTERIO DE MINAS E ENERGIA [MME] [32000] [SIAFI],383,SIAFI,32000,MINISTERIO DE MINAS E ENERGIA,MME,ATIVO,2852,108,2020-08-10 19:22:48.540
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,MME,2852,AGENCIA NACIONAL DO PETROLEO [ANP] [32300] [SIAPE],350,SIAPE,32300,AGENCIA NACIONAL DO PETROLEO,ANP,NÃO INFORMADO,25281,108,2018-10-18 18:35:11.517
MINISTÉRIO DE MINAS E ENERGIA [MME] [2852],MINISTÉRIO DE MINAS E ENERGIA,AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA [ANEEL] [21089],AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA,ANEEL,21089,AGENCIA NACIONAL DE ENERGIA ELETRICA [ANEEL] [32200] [SIAPE],347,SIAPE,32200,AGENCIA NACIONAL DE ENERGIA ELETRICA,ANEEL,NÃO INFORMADO,21089,124,2018-10-18 18:35:11.517
MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,MPOR,308817,MINISTERIO DE PORTOS E AEROPORTOS [MPOR] [49100] [SIAPE],528,SIAPE,49100,MINISTERIO DE PORTOS E AEROPORTOS,MPOR,,308817,204,2025-02-05 20:41:33.893
MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS [ANTAQ] [54843],AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,ANTAQ,54843,ANTAQ [ANTAQ] [39251] [SIAPE],373,SIAPE,39251,ANTAQ,ANTAQ,NÃO INFORMADO,54843,159,2018-10-18 18:35:11.517
MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS [ANTAQ] [54843],AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,ANTAQ,54843,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS [ANTAQ] [39251] [SIAFI],387,SIAFI,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,ANTAQ,ATIVO,54843,159,2020-08-10 19:22:48.540
MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS [ANTAQ] [54843],AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,ANTAQ,54843,Agência Nacional de Transportes Aquaviários [ANTAQ] [159] [SIORG],167,SIORG,159,Agência Nacional de Transportes Aquaviários,ANTAQ,ATIVO,54843,159,2025-02-04 16:59:58.460
MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL [ANAC] [86144],AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,86144,ANAC [ANAC] [52201] [SIAPE],331,SIAPE,52201,ANAC,ANAC,NÃO INFORMADO,86144,161,2018-10-18 18:35:11.517
MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL [ANAC] [86144],AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,86144,AGENCIA NACIONAL DE AVIACAO CIVIL [ANAC] [20214] [SIAFI],466,SIAFI,20214,AGENCIA NACIONAL DE AVIACAO CIVIL,ANAC,ATIVO,86144,161,2022-07-06 17:01:39.350
MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL [ANAC] [86144],AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,86144,Agência Nacional de Aviação Civil [ANAC] [161] [SIORG],203,SIORG,161,Agência Nacional de Aviação Civil,ANAC,ATIVO,86144,161,2025-02-04 17:00:08.037
MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,MPOR,308817,Ministério de Portos e Aeroportos [MPOR] [204] [SIORG],243,SIORG,204,Ministério de Portos e Aeroportos,MPOR,ATIVO,308817,204,2025-02-04 17:00:17.760
MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL [ANAC] [86144],AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,ANAC,86144,AGENCIA NACIONAL DE AVIACAO CIVIL [ANAC] [52201] [SIAFI],427,SIAFI,52201,AGENCIA NACIONAL DE AVIACAO CIVIL,ANAC,ATIVO,86144,161,2022-07-06 17:01:39.350
MINISTÉRIO DE PORTOS E AEROPORTOS [MPOR] [308817],MINISTÉRIO DE PORTOS E AEROPORTOS,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS [ANTAQ] [54843],AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,ANTAQ,54843,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS [ANTAQ] [68201] [SIAFI],316,SIAFI,68201,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,ANTAQ,ATIVO,54843,159,2020-08-10 19:22:48.540
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR [MDA] [308794],MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR,INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA [INCRA] [1799],INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA,INCRA,1799,INSTITUTO NAC. DE COLONIZ E REF AGRARIA [INCRA] [42201] [SIAPE],379,SIAPE,42201,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,INCRA,NÃO INFORMADO,1799,92,2018-10-18 18:35:11.517
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR [MDA] [308794],MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR,INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA [INCRA] [1799],INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA,INCRA,1799,Instituto Nacional de Colonização e Reforma Agrária [INCRA] [92] [SIORG],191,SIORG,92,Instituto Nacional de Colonização e Reforma Agrária,INCRA,ATIVO,1799,92,2025-02-04 17:00:05.000
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR [MDA] [308794],MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR,MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR [MDA] [308794],MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR,MDA,308794,MIN DO DESENV AGR E AGRIC FAMILIAR [MDA] [13100] [SIAPE],547,SIAPE,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,MDA,,308794,192,2025-02-05 20:41:33.893
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR [MDA] [308794],MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR,MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR [MDA] [308794],MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR,MDA,308794,Ministério do Desenvolvimento Agrário e Agricultura Familiar [MDA] [192] [SIORG],234,SIORG,192,Ministério do Desenvolvimento Agrário e Agricultura Familiar,MDA,ATIVO,308794,192,2025-02-04 17:00:15.507
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR [MDA] [308794],MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR,INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA [INCRA] [1799],INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA,INCRA,1799,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA [INCRA] [22201] [SIAFI],529,SIAFI,22201,INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA,INCRA,ATIVO,1799,92,2020-08-10 19:22:48.540
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR [MDA] [308794],MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR,MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR [MDA] [308794],MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR,MDA,308794,MINISTERIO DO DESENVOLVIMENTO AGRARIO [MDA] [49000] [SIAFI],363,SIAFI,49000,MINISTERIO DO DESENVOLVIMENTO AGRARIO,MDA,ATIVO,17125,192,2022-07-05 14:41:50.020
"MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME [MDS] [308796]","MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME","MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME [MDS] [308796]","MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME",MDS,308796,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome [MDS] [194] [SIORG]",242,SIORG,194,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",MDS,ATIVO,308796,194,2025-02-04 17:00:17.500
